Filename,NumberOfQubits,CircuitCompileTime(s),TotalRunTime(s)
chem_qasm/F2/F2_sto-3g_JW_ref.qasm,16,0.2480,0.6260
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_0.001_uccsd.qasm,16,1.7870,3.2030
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_1e-05_uccsd.qasm,16,2.5060,4.4320
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_1e-07_uccsd.qasm,16,2.4830,4.4250
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_1e-09_uccsd.qasm,16,2.5040,4.4460
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_1e-12_uccsd.qasm,16,2.4990,4.4290
chem_qasm/N2_1.04/N2_1.04_sto-3g_BK_ref.qasm,16,2.5200,4.4400
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_0.001_uccsd.qasm,16,1.5320,3.4520
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_1e-05_uccsd.qasm,16,2.3750,6.8940
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_1e-07_uccsd.qasm,16,2.3700,6.8950
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_1e-09_uccsd.qasm,16,2.3540,6.9170
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_1e-12_uccsd.qasm,16,2.3970,6.9260
chem_qasm/N2_1.04/N2_1.04_sto-3g_JW_ref.qasm,16,2.4070,6.9840
chem_qasm/B2/B2_sto-3g_BK_0.001_uccsd.qasm,16,2.6640,5.2860
chem_qasm/B2/B2_sto-3g_BK_1e-05_uccsd.qasm,16,2.7040,5.5000
chem_qasm/B2/B2_sto-3g_BK_1e-07_uccsd.qasm,16,2.7590,5.5800
chem_qasm/B2/B2_sto-3g_BK_1e-09_uccsd.qasm,16,2.7390,5.5450
chem_qasm/B2/B2_sto-3g_BK_1e-12_uccsd.qasm,16,2.6990,5.4970
chem_qasm/B2/B2_sto-3g_BK_ref.qasm,16,3.3020,6.2420
chem_qasm/B2/B2_sto-3g_JW_0.001_uccsd.qasm,16,3.2100,6.5850
chem_qasm/B2/B2_sto-3g_JW_1e-05_uccsd.qasm,16,1.7130,5.4100
chem_qasm/B2/B2_sto-3g_JW_1e-07_uccsd.qasm,16,1.7060,5.3870
chem_qasm/B2/B2_sto-3g_JW_1e-09_uccsd.qasm,16,1.6970,5.3770
chem_qasm/B2/B2_sto-3g_JW_1e-12_uccsd.qasm,16,1.7020,5.4060
chem_qasm/B2/B2_sto-3g_JW_ref.qasm,16,1.7260,5.4270
chem_qasm/Li2/Li2_sto-3g_BK_0.001_uccsd.qasm,16,0.1370,0.2080
chem_qasm/Li2/Li2_sto-3g_BK_1e-05_uccsd.qasm,16,0.1750,0.5650
chem_qasm/Li2/Li2_sto-3g_BK_1e-07_uccsd.qasm,16,0.1750,0.5710
chem_qasm/Li2/Li2_sto-3g_BK_1e-09_uccsd.qasm,16,0.1830,0.5760
chem_qasm/Li2/Li2_sto-3g_BK_1e-12_uccsd.qasm,16,0.1740,0.5670
chem_qasm/Li2/Li2_sto-3g_BK_ref.qasm,16,0.1800,0.5750
chem_qasm/Li2/Li2_sto-3g_JW_0.001_uccsd.qasm,16,0.1610,1.2740
chem_qasm/Li2/Li2_sto-3g_JW_1e-05_uccsd.qasm,16,0.1790,1.3510
chem_qasm/Li2/Li2_sto-3g_JW_1e-07_uccsd.qasm,16,0.1820,1.3670
chem_qasm/Li2/Li2_sto-3g_JW_1e-09_uccsd.qasm,16,0.1830,1.3500
chem_qasm/Li2/Li2_sto-3g_JW_1e-12_uccsd.qasm,16,0.1800,1.3410
chem_qasm/Li2/Li2_sto-3g_JW_ref.qasm,16,0.1810,1.3630
chem_qasm/Be2/Be2_sto-3g_BK_0.001_uccsd.qasm,16,1.7690,4.0880
chem_qasm/Be2/Be2_sto-3g_BK_1e-05_uccsd.qasm,16,2.1520,5.3180
chem_qasm/Be2/Be2_sto-3g_BK_1e-07_uccsd.qasm,16,2.1500,5.3280
chem_qasm/Be2/Be2_sto-3g_BK_1e-09_uccsd.qasm,16,2.1550,5.3310
chem_qasm/Be2/Be2_sto-3g_BK_1e-12_uccsd.qasm,16,2.4340,5.7470
chem_qasm/Be2/Be2_sto-3g_BK_ref.qasm,16,2.1690,5.3380
chem_qasm/Be2/Be2_sto-3g_JW_0.001_uccsd.qasm,16,0.8400,5.0360
chem_qasm/Be2/Be2_sto-3g_JW_1e-05_uccsd.qasm,16,1.2110,5.8140
chem_qasm/Be2/Be2_sto-3g_JW_1e-07_uccsd.qasm,16,1.2110,5.7590
chem_qasm/Be2/Be2_sto-3g_JW_1e-09_uccsd.qasm,16,1.2180,5.8110
chem_qasm/Be2/Be2_sto-3g_JW_1e-12_uccsd.qasm,16,1.2160,5.8170
chem_qasm/Be2/Be2_sto-3g_JW_ref.qasm,16,1.2380,5.8430
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_0.001_uccsd.qasm,16,3.2510,4.4210
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_1e-05_uccsd.qasm,16,3.3540,4.9410
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_1e-07_uccsd.qasm,16,3.3400,4.9250
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_1e-09_uccsd.qasm,16,3.3450,4.9230
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_1e-12_uccsd.qasm,16,3.2940,4.8960
chem_qasm/N2_1.07/N2_1.07_sto-3g_BK_ref.qasm,16,3.3300,4.9320
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_0.001_uccsd.qasm,16,4.2310,6.2000
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_1e-05_uccsd.qasm,16,4.2700,7.1840
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_1e-07_uccsd.qasm,16,4.2610,7.1940
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_1e-09_uccsd.qasm,16,4.2910,7.2010
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_1e-12_uccsd.qasm,16,4.2470,7.1620
chem_qasm/N2_1.07/N2_1.07_sto-3g_JW_ref.qasm,16,4.2640,7.1810
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_0.001_uccsd.qasm,16,2.3850,3.4810
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_1e-05_uccsd.qasm,16,3.1240,4.7130
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_1e-07_uccsd.qasm,16,3.1370,4.7350
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_1e-09_uccsd.qasm,16,2.7140,4.6090
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_1e-12_uccsd.qasm,16,2.7100,4.6000
chem_qasm/N2_1.15/N2_1.15_sto-3g_BK_ref.qasm,16,2.7060,4.5870
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_0.001_uccsd.qasm,16,4.3180,6.4140
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_1e-05_uccsd.qasm,16,3.7180,6.5970
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_1e-07_uccsd.qasm,16,3.7260,6.6010
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_1e-09_uccsd.qasm,16,4.5940,7.4550
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_1e-12_uccsd.qasm,16,4.6370,7.5360
chem_qasm/N2_1.15/N2_1.15_sto-3g_JW_ref.qasm,16,4.6280,7.5500
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_0.001_uccsd.qasm,16,7.7870,10.9170
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_1e-05_uccsd.qasm,16,11.7890,16.5920
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_1e-07_uccsd.qasm,16,17.2100,23.4190
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_1e-09_uccsd.qasm,16,15.6490,21.4370
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_1e-12_uccsd.qasm,16,15.6130,21.4360
chem_qasm/N2_0.85/N2_0.85_sto-3g_BK_ref.qasm,16,15.6130,21.4570
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_0.001_uccsd.qasm,16,3.5590,8.6400
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_1e-05_uccsd.qasm,16,5.1330,12.1230
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_1e-07_uccsd.qasm,16,5.5650,14.9730
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_1e-09_uccsd.qasm,16,6.0580,16.5010
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_1e-12_uccsd.qasm,16,5.9310,15.0070
chem_qasm/N2_0.85/N2_0.85_sto-3g_JW_ref.qasm,16,5.5680,16.5700
chem_qasm/O2/O2_sto-3g_BK_0.001_uccsd.qasm,16,2.4220,3.9580
chem_qasm/O2/O2_sto-3g_BK_1e-05_uccsd.qasm,16,3.6640,5.4380
chem_qasm/O2/O2_sto-3g_BK_1e-07_uccsd.qasm,16,6.9800,10.6510
chem_qasm/O2/O2_sto-3g_BK_1e-09_uccsd.qasm,16,13.9350,20.2870
chem_qasm/O2/O2_sto-3g_BK_1e-12_uccsd.qasm,16,15.3030,21.3220
chem_qasm/O2/O2_sto-3g_BK_ref.qasm,16,12.2990,17.3270
chem_qasm/O2/O2_sto-3g_JW_0.001_uccsd.qasm,16,2.6280,3.9910
chem_qasm/O2/O2_sto-3g_JW_1e-05_uccsd.qasm,16,2.2560,3.7800
chem_qasm/O2/O2_sto-3g_JW_1e-07_uccsd.qasm,16,4.7850,7.4610
chem_qasm/O2/O2_sto-3g_JW_1e-09_uccsd.qasm,16,5.2130,10.3040
chem_qasm/O2/O2_sto-3g_JW_1e-12_uccsd.qasm,16,4.6180,9.6800
chem_qasm/O2/O2_sto-3g_JW_ref.qasm,16,4.6420,9.7130
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_0.001_uccsd.qasm,16,2.4930,4.1350
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_1e-05_uccsd.qasm,16,2.4330,4.0980
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_1e-07_uccsd.qasm,16,2.5130,4.2850
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_1e-09_uccsd.qasm,16,9.6880,14.9800
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_1e-12_uccsd.qasm,16,8.7570,13.9870
chem_qasm/N2_1.85/N2_1.85_sto-3g_BK_ref.qasm,16,9.1620,14.4840
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_0.001_uccsd.qasm,16,1.8350,5.0410
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_1e-05_uccsd.qasm,16,1.6060,6.9500
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_1e-07_uccsd.qasm,16,1.9650,7.1380
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_1e-09_uccsd.qasm,16,6.9430,14.4030
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_1e-12_uccsd.qasm,16,7.4430,15.0470
chem_qasm/N2_1.85/N2_1.85_sto-3g_JW_ref.qasm,16,7.4550,14.7730
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_0.001_uccsd.qasm,16,3.2840,4.4350
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_1e-05_uccsd.qasm,16,3.3410,4.9210
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_1e-07_uccsd.qasm,16,3.3730,4.9540
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_1e-09_uccsd.qasm,16,2.7960,4.6840
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_1e-12_uccsd.qasm,16,2.8250,4.7010
chem_qasm/N2_1.09/N2_1.09_sto-3g_BK_ref.qasm,16,2.8320,4.7320
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_0.001_uccsd.qasm,16,3.4150,5.3060
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_1e-05_uccsd.qasm,16,3.6730,6.5090
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_1e-07_uccsd.qasm,16,3.6760,6.5090
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_1e-09_uccsd.qasm,16,4.4780,7.3300
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_1e-12_uccsd.qasm,16,4.4810,7.3510
chem_qasm/N2_1.09/N2_1.09_sto-3g_JW_ref.qasm,16,4.5200,7.3900
chem_qasm/C2+2/C2+2_sto-3g_BK_0.001_uccsd.qasm,16,5.7250,8.9320
chem_qasm/C2+2/C2+2_sto-3g_BK_1e-05_uccsd.qasm,16,10.0740,15.5790
chem_qasm/C2+2/C2+2_sto-3g_BK_1e-07_uccsd.qasm,16,10.5420,16.3440
chem_qasm/C2+2/C2+2_sto-3g_BK_1e-09_uccsd.qasm,16,10.5860,16.3750
chem_qasm/C2+2/C2+2_sto-3g_BK_1e-12_uccsd.qasm,16,10.5750,16.3710
chem_qasm/C2+2/C2+2_sto-3g_BK_ref.qasm,16,10.6150,16.4340
chem_qasm/C2+2/C2+2_sto-3g_JW_0.001_uccsd.qasm,16,2.2950,7.2310
chem_qasm/C2+2/C2+2_sto-3g_JW_1e-05_uccsd.qasm,16,3.3740,10.8050
chem_qasm/C2+2/C2+2_sto-3g_JW_1e-07_uccsd.qasm,16,3.2420,10.8500
chem_qasm/C2+2/C2+2_sto-3g_JW_1e-09_uccsd.qasm,16,3.2330,10.8330
chem_qasm/C2+2/C2+2_sto-3g_JW_1e-12_uccsd.qasm,16,3.2510,10.8250
chem_qasm/C2+2/C2+2_sto-3g_JW_ref.qasm,16,3.2310,10.7750
chem_qasm/O2+2/O2+2_sto-3g_BK_0.001_uccsd.qasm,16,2.8170,4.2580
chem_qasm/O2+2/O2+2_sto-3g_BK_1e-05_uccsd.qasm,16,3.3070,4.8830
chem_qasm/O2+2/O2+2_sto-3g_BK_1e-07_uccsd.qasm,16,3.3190,4.8990
chem_qasm/O2+2/O2+2_sto-3g_BK_1e-09_uccsd.qasm,16,3.3100,4.8950
chem_qasm/O2+2/O2+2_sto-3g_BK_1e-12_uccsd.qasm,16,3.3080,4.8840
chem_qasm/O2+2/O2+2_sto-3g_BK_ref.qasm,16,3.6760,5.4740
chem_qasm/O2+2/O2+2_sto-3g_JW_0.001_uccsd.qasm,16,6.0690,9.2400
chem_qasm/O2+2/O2+2_sto-3g_JW_1e-05_uccsd.qasm,16,3.9410,6.8150
chem_qasm/O2+2/O2+2_sto-3g_JW_1e-07_uccsd.qasm,16,3.7630,6.6720
chem_qasm/O2+2/O2+2_sto-3g_JW_1e-09_uccsd.qasm,16,3.7590,6.6750
chem_qasm/O2+2/O2+2_sto-3g_JW_1e-12_uccsd.qasm,16,3.7670,6.6010
chem_qasm/O2+2/O2+2_sto-3g_JW_ref.qasm,16,3.7270,6.5760
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_0.001_uccsd.qasm,16,4.9220,7.2300
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_1e-05_uccsd.qasm,16,15.0840,20.9660
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_1e-07_uccsd.qasm,16,14.9730,20.8960
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_1e-09_uccsd.qasm,16,15.0570,20.9430
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_1e-12_uccsd.qasm,16,14.9320,20.9400
chem_qasm/N2_0.74/N2_0.74_sto-3g_BK_ref.qasm,16,15.1000,21.0150
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_0.001_uccsd.qasm,16,2.3160,4.3690
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_1e-05_uccsd.qasm,16,5.5710,14.7080
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_1e-07_uccsd.qasm,16,5.5350,14.6430
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_1e-09_uccsd.qasm,16,5.5170,14.6620
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_1e-12_uccsd.qasm,16,5.5060,14.6790
chem_qasm/N2_0.74/N2_0.74_sto-3g_JW_ref.qasm,16,5.5760,14.6920
chem_qasm/N2+/N2+_sto-3g_BK_0.001_uccsd.qasm,16,4.1560,6.4780
chem_qasm/N2+/N2+_sto-3g_BK_1e-05_uccsd.qasm,16,13.5180,19.4870
chem_qasm/N2+/N2+_sto-3g_BK_1e-07_uccsd.qasm,16,13.3530,19.3410
chem_qasm/N2+/N2+_sto-3g_BK_1e-09_uccsd.qasm,16,13.3800,19.3490
chem_qasm/N2+/N2+_sto-3g_BK_1e-12_uccsd.qasm,16,13.3610,19.3090
chem_qasm/N2+/N2+_sto-3g_BK_ref.qasm,16,13.3770,19.3170
chem_qasm/N2+/N2+_sto-3g_JW_0.001_uccsd.qasm,16,9.1840,12.0450
chem_qasm/N2+/N2+_sto-3g_JW_1e-05_uccsd.qasm,16,5.0530,13.4340
chem_qasm/N2+/N2+_sto-3g_JW_1e-07_uccsd.qasm,16,5.0620,13.4070
chem_qasm/N2+/N2+_sto-3g_JW_1e-09_uccsd.qasm,16,5.0200,13.3800
chem_qasm/N2+/N2+_sto-3g_JW_1e-12_uccsd.qasm,16,5.0180,13.2280
chem_qasm/N2+/N2+_sto-3g_JW_ref.qasm,16,5.0140,13.4070
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_0.001_uccsd.qasm,16,7.1240,10.2430
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_1e-05_uccsd.qasm,16,13.3250,19.1500
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_1e-07_uccsd.qasm,16,13.4020,19.3100
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_1e-09_uccsd.qasm,16,13.4140,19.3580
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_1e-12_uccsd.qasm,16,13.3650,19.3290
chem_qasm/N2_1.00/N2_1.00_sto-3g_BK_ref.qasm,16,13.4760,19.4180
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_0.001_uccsd.qasm,16,2.8390,8.4980
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_1e-05_uccsd.qasm,16,5.1150,13.5510
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_1e-07_uccsd.qasm,16,5.0880,13.5750
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_1e-09_uccsd.qasm,16,5.1000,13.6140
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_1e-12_uccsd.qasm,16,5.1120,13.6040
chem_qasm/N2_1.00/N2_1.00_sto-3g_JW_ref.qasm,16,5.1460,13.6030
chem_qasm/O2+/O2+_sto-3g_BK_0.001_uccsd.qasm,16,2.5810,3.7120
chem_qasm/O2+/O2+_sto-3g_BK_1e-05_uccsd.qasm,16,2.7000,3.9840
chem_qasm/O2+/O2+_sto-3g_BK_1e-07_uccsd.qasm,16,2.7060,4.0270
chem_qasm/O2+/O2+_sto-3g_BK_1e-09_uccsd.qasm,16,2.6850,3.9850
chem_qasm/O2+/O2+_sto-3g_BK_1e-12_uccsd.qasm,16,2.6940,3.9880
chem_qasm/O2+/O2+_sto-3g_BK_ref.qasm,16,2.6860,3.9780
chem_qasm/O2+/O2+_sto-3g_JW_0.001_uccsd.qasm,16,1.4990,3.4480
chem_qasm/O2+/O2+_sto-3g_JW_1e-05_uccsd.qasm,16,2.2530,5.8060
chem_qasm/O2+/O2+_sto-3g_JW_1e-07_uccsd.qasm,16,2.2610,5.8170
chem_qasm/O2+/O2+_sto-3g_JW_1e-09_uccsd.qasm,16,2.2610,5.8070
chem_qasm/O2+/O2+_sto-3g_JW_1e-12_uccsd.qasm,16,2.2590,5.8020
chem_qasm/O2+/O2+_sto-3g_JW_ref.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_0.001_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_1e-05_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_1e-07_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_1e-09_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_1e-12_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_BK_ref.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_0.001_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_1e-05_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_1e-07_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_1e-09_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_1e-12_uccsd.qasm,16,2.2580,5.7850
chem_qasm/C2H6/C2H6_sto-3g_JW_ref.qasm,16,2.2580,5.7850
chem_qasm/N2-2/N2-2_sto-3g_BK_0.001_uccsd.qasm,16,3.9860,5.5660
chem_qasm/N2-2/N2-2_sto-3g_BK_1e-05_uccsd.qasm,16,6.1730,8.8890
chem_qasm/N2-2/N2-2_sto-3g_BK_1e-07_uccsd.qasm,16,6.2240,9.0940
chem_qasm/N2-2/N2-2_sto-3g_BK_1e-09_uccsd.qasm,16,6.1870,9.0740
chem_qasm/N2-2/N2-2_sto-3g_BK_1e-12_uccsd.qasm,16,6.2140,9.0950
chem_qasm/N2-2/N2-2_sto-3g_BK_ref.qasm,16,6.2350,9.1480
chem_qasm/N2-2/N2-2_sto-3g_JW_0.001_uccsd.qasm,16,1.3150,3.4530
chem_qasm/N2-2/N2-2_sto-3g_JW_1e-05_uccsd.qasm,16,4.1810,7.3650
chem_qasm/N2-2/N2-2_sto-3g_JW_1e-07_uccsd.qasm,16,3.9160,7.2220
chem_qasm/N2-2/N2-2_sto-3g_JW_1e-09_uccsd.qasm,16,3.8920,7.2050
chem_qasm/N2-2/N2-2_sto-3g_JW_1e-12_uccsd.qasm,16,3.9040,7.2460
chem_qasm/N2-2/N2-2_sto-3g_JW_ref.qasm,16,4.4170,7.7250
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_0.001_uccsd.qasm,16,5.9720,9.1870
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_1e-05_uccsd.qasm,16,5.4700,8.6380
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_1e-07_uccsd.qasm,16,5.6290,8.8340
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_1e-09_uccsd.qasm,16,5.5140,8.7040
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_1e-12_uccsd.qasm,16,5.5330,8.7370
chem_qasm/N2_0.95/N2_0.95_sto-3g_BK_ref.qasm,16,5.6160,8.8410
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_0.001_uccsd.qasm,16,3.1990,8.1870
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_1e-05_uccsd.qasm,16,6.6750,12.5570
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_1e-07_uccsd.qasm,16,6.4360,11.8340
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_1e-09_uccsd.qasm,16,6.4140,11.8260
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_1e-12_uccsd.qasm,16,6.4480,11.8340
chem_qasm/N2_0.95/N2_0.95_sto-3g_JW_ref.qasm,16,6.6300,12.1400
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_0.001_uccsd.qasm,10,0.1240,0.1420
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_1e-05_uccsd.qasm,10,0.0800,0.1040
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_1e-07_uccsd.qasm,10,0.0790,0.1000
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_1e-09_uccsd.qasm,10,0.0800,0.0990
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_1e-12_uccsd.qasm,10,0.0780,0.0970
chem_qasm/HF_0.75/HF_0.75_sto-3g_BK_ref.qasm,10,0.0790,0.0990
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_0.001_uccsd.qasm,10,0.4810,0.5180
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_1e-05_uccsd.qasm,10,0.2280,0.2660
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_1e-07_uccsd.qasm,10,0.3730,0.4140
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_1e-09_uccsd.qasm,10,0.2280,0.2640
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_1e-12_uccsd.qasm,10,0.2280,0.2660
chem_qasm/HF_0.75/HF_0.75_sto-3g_JW_ref.qasm,10,0.2300,0.2670
chem_qasm/C2-2/C2-2_sto-3g_BK_0.001_uccsd.qasm,16,3.3660,4.9440
chem_qasm/C2-2/C2-2_sto-3g_BK_1e-05_uccsd.qasm,16,3.5170,5.1570
chem_qasm/C2-2/C2-2_sto-3g_BK_1e-07_uccsd.qasm,16,3.3690,4.9580
chem_qasm/C2-2/C2-2_sto-3g_BK_1e-09_uccsd.qasm,16,3.0860,4.9590
chem_qasm/C2-2/C2-2_sto-3g_BK_1e-12_uccsd.qasm,16,3.0930,5.0560
chem_qasm/C2-2/C2-2_sto-3g_BK_ref.qasm,16,3.1480,5.1130
chem_qasm/C2-2/C2-2_sto-3g_JW_0.001_uccsd.qasm,16,5.8850,8.7460
chem_qasm/C2-2/C2-2_sto-3g_JW_1e-05_uccsd.qasm,16,3.7060,6.5660
chem_qasm/C2-2/C2-2_sto-3g_JW_1e-07_uccsd.qasm,16,3.6950,6.5590
chem_qasm/C2-2/C2-2_sto-3g_JW_1e-09_uccsd.qasm,16,4.3040,7.3270
chem_qasm/C2-2/C2-2_sto-3g_JW_1e-12_uccsd.qasm,16,4.0670,7.1080
chem_qasm/C2-2/C2-2_sto-3g_JW_ref.qasm,16,4.1620,7.2410
